Date,Load (kWh)
2022-01-01,416.4583333333333
2022-01-02,395.2083333333333
2022-01-03,535.375
2022-01-04,499.1666666666667
2022-01-05,473.2916666666667
2022-01-06,439.7083333333333
2022-01-07,464.0833333333333
2022-01-08,416.4583333333333
2022-01-09,395.2083333333333
2022-01-10,535.375
2022-01-11,499.1666666666667
2022-01-12,473.2916666666667
2022-01-13,439.7083333333333
2022-01-14,464.0833333333333
2022-01-15,416.4583333333333
2022-01-16,395.2083333333333
2022-01-17,535.375
2022-01-18,499.1666666666667
2022-01-19,473.2916666666667
2022-01-20,439.7083333333333
2022-01-21,464.0833333333333
2022-01-22,416.4583333333333
2022-01-23,395.2083333333333
2022-01-24,535.375
2022-01-25,499.1666666666667
2022-01-26,473.2916666666667
2022-01-27,439.7083333333333
2022-01-28,464.0833333333333
2022-01-29,416.4583333333333
2022-01-30,395.2083333333333
2022-01-31,535.375
2022-02-01,477.5416666666667
2022-02-02,505.4583333333333
2022-02-03,457.0416666666667
2022-02-04,437.2083333333333
2022-02-05,332.4166666666667
2022-02-06,328.625
2022-02-07,429.25
2022-02-08,477.5416666666667
2022-02-09,505.4583333333333
2022-02-10,457.0416666666667
2022-02-11,437.2083333333333
2022-02-12,332.4166666666667
2022-02-13,328.625
2022-02-14,429.25
2022-02-15,477.5416666666667
2022-02-16,505.4583333333333
2022-02-17,457.0416666666667
2022-02-18,437.2083333333333
2022-02-19,332.4166666666667
2022-02-20,328.625
2022-02-21,429.25
2022-02-22,477.5416666666667
2022-02-23,505.4583333333333
2022-02-24,457.0416666666667
2022-02-25,437.2083333333333
2022-02-26,332.4166666666667
2022-02-27,328.625
2022-02-28,429.25
2022-03-01,323.7916666666667
2022-03-02,349.0416666666667
2022-03-03,390.7083333333333
2022-03-04,386.0833333333333
2022-03-05,243.875
2022-03-06,278.0416666666667
2022-03-07,401.0416666666667
2022-03-08,323.7916666666667
2022-03-09,349.0416666666667
2022-03-10,390.7083333333333
2022-03-11,386.0833333333333
2022-03-12,243.875
2022-03-13,278.0416666666667
2022-03-14,401.0416666666667
2022-03-15,323.7916666666667
2022-03-16,349.0416666666667
2022-03-17,390.7083333333333
2022-03-18,386.0833333333333
2022-03-19,243.875
2022-03-20,278.0416666666667
2022-03-21,401.0416666666667
2022-03-22,323.7916666666667
2022-03-23,349.0416666666667
2022-03-24,390.7083333333333
2022-03-25,386.0833333333333
2022-03-26,243.875
2022-03-27,278.0416666666667
2022-03-28,401.0416666666667
2022-03-29,323.7916666666667
2022-03-30,349.0416666666667
2022-03-31,390.7083333333333
2022-04-01,292.5833333333333
2022-04-02,183.75
2022-04-03,213.58333333333334
2022-04-04,370.5
2022-04-05,376.75
2022-04-06,370.9583333333333
2022-04-07,323.2083333333333
2022-04-08,292.5833333333333
2022-04-09,183.75
2022-04-10,213.58333333333334
2022-04-11,370.5
2022-04-12,376.75
2022-04-13,370.9583333333333
2022-04-14,323.2083333333333
2022-04-15,292.5833333333333
2022-04-16,183.75
2022-04-17,213.58333333333334
2022-04-18,370.5
2022-04-19,376.75
2022-04-20,370.9583333333333
2022-04-21,323.2083333333333
2022-04-22,292.5833333333333
2022-04-23,183.75
2022-04-24,213.58333333333334
2022-04-25,370.5
2022-04-26,376.75
2022-04-27,370.9583333333333
2022-04-28,323.2083333333333
2022-04-29,292.5833333333333
2022-04-30,183.75
2022-05-01,96.70833333333333
2022-05-02,231.0
2022-05-03,228.08333333333334
2022-05-04,215.41666666666666
2022-05-05,244.125
2022-05-06,237.91666666666666
2022-05-07,89.95833333333333
2022-05-08,96.70833333333333
2022-05-09,231.0
2022-05-10,228.08333333333334
2022-05-11,215.41666666666666
2022-05-12,244.125
2022-05-13,237.91666666666666
2022-05-14,89.95833333333333
2022-05-15,96.70833333333333
2022-05-16,231.0
2022-05-17,228.08333333333334
2022-05-18,215.41666666666666
2022-05-19,244.125
2022-05-20,237.91666666666666
2022-05-21,89.95833333333333
2022-05-22,96.70833333333333
2022-05-23,231.0
2022-05-24,228.08333333333334
2022-05-25,215.41666666666666
2022-05-26,244.125
2022-05-27,237.91666666666666
2022-05-28,89.95833333333333
2022-05-29,96.70833333333333
2022-05-30,231.0
2022-05-31,228.08333333333334
2022-06-01,142.54166666666666
2022-06-02,144.25
2022-06-03,151.04166666666666
2022-06-04,55.041666666666664
2022-06-05,55.333333333333336
2022-06-06,180.16666666666666
2022-06-07,159.79166666666666
2022-06-08,142.54166666666666
2022-06-09,144.25
2022-06-10,151.04166666666666
2022-06-11,55.041666666666664
2022-06-12,55.333333333333336
2022-06-13,180.16666666666666
2022-06-14,159.79166666666666
2022-06-15,142.54166666666666
2022-06-16,144.25
2022-06-17,151.04166666666666
2022-06-18,55.041666666666664
2022-06-19,55.333333333333336
2022-06-20,180.16666666666666
2022-06-21,159.79166666666666
2022-06-22,142.54166666666666
2022-06-23,144.25
2022-06-24,151.04166666666666
2022-06-25,55.041666666666664
2022-06-26,55.333333333333336
2022-06-27,180.16666666666666
2022-06-28,159.79166666666666
2022-06-29,142.54166666666666
2022-06-30,144.25
2022-07-01,94.29166666666667
2022-07-02,50.75
2022-07-03,51.25
2022-07-04,84.16666666666667
2022-07-05,91.29166666666667
2022-07-06,89.66666666666667
2022-07-07,92.33333333333333
2022-07-08,94.29166666666667
2022-07-09,50.75
2022-07-10,51.25
2022-07-11,84.16666666666667
2022-07-12,91.29166666666667
2022-07-13,89.66666666666667
2022-07-14,92.33333333333333
2022-07-15,94.29166666666667
2022-07-16,50.75
2022-07-17,51.25
2022-07-18,84.16666666666667
2022-07-19,91.29166666666667
2022-07-20,89.66666666666667
2022-07-21,92.33333333333333
2022-07-22,94.29166666666667
2022-07-23,50.75
2022-07-24,51.25
2022-07-25,84.16666666666667
2022-07-26,91.29166666666667
2022-07-27,89.66666666666667
2022-07-28,92.33333333333333
2022-07-29,94.29166666666667
2022-07-30,50.75
2022-07-31,51.25
2022-08-01,135.875
2022-08-02,144.66666666666666
2022-08-03,147.41666666666666
2022-08-04,137.79166666666666
2022-08-05,128.04166666666666
2022-08-06,58.708333333333336
2022-08-07,51.125
2022-08-08,135.875
2022-08-09,144.66666666666666
2022-08-10,147.41666666666666
2022-08-11,137.79166666666666
2022-08-12,128.04166666666666
2022-08-13,58.708333333333336
2022-08-14,51.125
2022-08-15,135.875
2022-08-16,144.66666666666666
2022-08-17,147.41666666666666
2022-08-18,137.79166666666666
2022-08-19,128.04166666666666
2022-08-20,58.708333333333336
2022-08-21,51.125
2022-08-22,135.875
2022-08-23,144.66666666666666
2022-08-24,147.41666666666666
2022-08-25,137.79166666666666
2022-08-26,128.04166666666666
2022-08-27,58.708333333333336
2022-08-28,51.125
2022-08-29,135.875
2022-08-30,144.66666666666666
2022-08-31,147.41666666666666
2022-09-01,182.45833333333334
2022-09-02,160.79166666666666
2022-09-03,67.16666666666667
2022-09-04,57.166666666666664
2022-09-05,156.66666666666666
2022-09-06,178.75
2022-09-07,175.66666666666666
2022-09-08,182.45833333333334
2022-09-09,160.79166666666666
2022-09-10,67.16666666666667
2022-09-11,57.166666666666664
2022-09-12,156.66666666666666
2022-09-13,178.75
2022-09-14,175.66666666666666
2022-09-15,182.45833333333334
2022-09-16,160.79166666666666
2022-09-17,67.16666666666667
2022-09-18,57.166666666666664
2022-09-19,156.66666666666666
2022-09-20,178.75
2022-09-21,175.66666666666666
2022-09-22,182.45833333333334
2022-09-23,160.79166666666666
2022-09-24,67.16666666666667
2022-09-25,57.166666666666664
2022-09-26,156.66666666666666
2022-09-27,178.75
2022-09-28,175.66666666666666
2022-09-29,182.45833333333334
2022-09-30,160.79166666666666
2022-10-01,131.66666666666666
2022-10-02,140.08333333333334
2022-10-03,273.6666666666667
2022-10-04,289.3333333333333
2022-10-05,267.0416666666667
2022-10-06,254.75
2022-10-07,236.375
2022-10-08,131.66666666666666
2022-10-09,140.08333333333334
2022-10-10,273.6666666666667
2022-10-11,289.3333333333333
2022-10-12,267.0416666666667
2022-10-13,254.75
2022-10-14,236.375
2022-10-15,131.66666666666666
2022-10-16,140.08333333333334
2022-10-17,273.6666666666667
2022-10-18,289.3333333333333
2022-10-19,267.0416666666667
2022-10-20,254.75
2022-10-21,236.375
2022-10-22,131.66666666666666
2022-10-23,140.08333333333334
2022-10-24,273.6666666666667
2022-10-25,289.3333333333333
2022-10-26,267.0416666666667
2022-10-27,254.75
2022-10-28,236.375
2022-10-29,131.66666666666666
2022-10-30,140.08333333333334
2022-10-31,273.6666666666667
2022-11-01,355.0416666666667
2022-11-02,383.5416666666667
2022-11-03,291.5416666666667
2022-11-04,291.5416666666667
2022-11-05,230.70833333333334
2022-11-06,228.41666666666666
2022-11-07,395.9583333333333
2022-11-08,355.0416666666667
2022-11-09,383.5416666666667
2022-11-10,291.5416666666667
2022-11-11,291.5416666666667
2022-11-12,230.70833333333334
2022-11-13,228.41666666666666
2022-11-14,395.9583333333333
2022-11-15,355.0416666666667
2022-11-16,383.5416666666667
2022-11-17,291.5416666666667
2022-11-18,291.5416666666667
2022-11-19,230.70833333333334
2022-11-20,228.41666666666666
2022-11-21,395.9583333333333
2022-11-22,355.0416666666667
2022-11-23,383.5416666666667
2022-11-24,291.5416666666667
2022-11-25,291.5416666666667
2022-11-26,230.70833333333334
2022-11-27,228.41666666666666
2022-11-28,395.9583333333333
2022-11-29,355.0416666666667
2022-11-30,383.5416666666667
2022-12-01,490.5
2022-12-02,505.9583333333333
2022-12-03,366.75
2022-12-04,456.0
2022-12-05,593.6666666666666
2022-12-06,548.2916666666666
2022-12-07,461.0
2022-12-08,490.5
2022-12-09,505.9583333333333
2022-12-10,366.75
2022-12-11,456.0
2022-12-12,593.6666666666666
2022-12-13,548.2916666666666
2022-12-14,461.0
2022-12-15,490.5
2022-12-16,505.9583333333333
2022-12-17,366.75
2022-12-18,456.0
2022-12-19,593.6666666666666
2022-12-20,548.2916666666666
2022-12-21,461.0
2022-12-22,490.5
2022-12-23,505.9583333333333
2022-12-24,366.75
2022-12-25,456.0
2022-12-26,593.6666666666666
2022-12-27,548.2916666666666
2022-12-28,461.0
2022-12-29,490.5
2022-12-30,505.9583333333333
2022-12-31,366.75
